Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7
2017-02-13,1,[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],[1.6400149999999485],[-1.5],[4.730041000000028],[-3.9849859999999353],[-0.07000699999991866],[-12.339966000000004],,,,,,,
2017-02-14,1,[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],[1.6400149999999485],[-1.5],[4.730041000000028],[-3.9849859999999353],[-0.07000699999991866],,,,,,,
2017-02-15,1,[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],[1.6400149999999485],[-1.5],[4.730041000000028],[-3.9849859999999353],,,,,,,
2017-02-16,1,[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],[1.6400149999999485],[-1.5],[4.730041000000028],,,,,,,
2017-02-17,1,[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],[1.6400149999999485],[-1.5],,,,,,,
2017-02-21,1,[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],[2.9799809999999525],,,,,,,
2017-02-22,1,[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],[1.3800049999999828],,,,,,,
2017-02-23,0,[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],[0.04998800000009851],google cousin develops technology to flag toxic online comments,,,,,,
2017-02-24,0,[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],[1.9699709999999868],google self-driving car unit accuses uber of using stolen technology,,,,,,
2017-02-27,0,[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],[3.2399900000000343],,,,,,,
2017-02-28,0,[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],[1.4500120000000152],,,,,,,
2017-03-01,0,[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],[-0.38000499999998283],,,,,,,
2017-03-02,0,[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],[4.229980000000069],,,,,,,
2017-03-03,0,[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],[5.049986999999987],,,,,,,
2017-03-06,0,[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],[],turkey to investigate antitrust complaint against google,questions about mac security and google password prompts,,,,,
2017-03-07,0,[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],[3.0],"unhappy with photo, new hampshire town wins battle with google",,,,,,
2017-03-08,0,[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],[2.1000369999999293],,,,,,,
2017-03-09,0,[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],[1.2100219999999808],tweaking alerts from google calendar,,,,,,
2017-03-10,0,[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],[0.9100350000001072],,,,,,,
2017-03-13,0,[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],[4.730041000000028],,,,,,,
2017-03-14,0,[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],[-2.399962999999957],,,,,,,
2017-03-15,0,[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],[6.390014000000065],,,,,,,
2017-03-16,0,[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],[-3.219970999999987],,,,,,,
2017-03-17,0,[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],[-1.4799810000000662],,,,,,,
2017-03-20,1,[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],[0.830016999999998],stopping video autoplay on google chrome,,,,,,
2017-03-21,1,[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],[4.509949000000006],google tries to stop ads from appearing next to hate speech,,,,,,
2017-03-22,1,[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],[1.8599850000000515],,,,,,,
2017-03-23,1,[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],[2.6799929999999677],,,,,,,
2017-03-24,1,[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],[-0.030028999999899497],,,,,,,
2017-03-27,1,[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],[1.5399779999999055],,,,,,,
2017-03-28,1,[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],[1.9799799999998413],,,,,,,
2017-03-29,1,[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],[-0.3900150000000622],,,,,,,
2017-03-30,1,[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],[-0.25],google’s claim against former executive could help uber in driverless-car lawsuit,tech roundup: the latest in the google-uber fracas,,,,,
2017-03-31,1,[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],[0.5100099999999657],,,,,,,
2017-04-03,0,[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],[-1.6099859999999353],google training ad placement computers to be offended,tech roundup: google’s ad issues expose a vulnerability,,,,,
2017-04-04,0,[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],[-20.94000200000005],,,,,,,
2017-04-05,1,[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],[-2.3199460000000727],"long days, google docs and anonymous surveys: how the u.s. soccer team forged a deal",,,,,,
2017-04-06,1,[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],[-3.419983000000002],,,,,,,
2017-04-07,1,[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],[-5.65002400000003],,,,,,,
2017-04-10,1,[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],[12.55999799999995],,,,,,,
2017-04-11,1,[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],[0.5100099999999657],,,,,,,
2017-04-12,0,[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],[6.409973000000036],burger king ‘o.k. google’ ad doesn’t seem o.k. with google,,,,,,
2017-04-13,0,[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],[0.5900270000000774],[-2.0],,,,,,,
2017-04-17,0,[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],[9.330016999999998],,,,,,,
2017-04-18,0,[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],[3.2100220000000945],,,,,,,
2017-04-19,0,[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],[-4.100036999999929],,,,,,,
2017-04-20,0,[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],[-4.5200190000000475],,,,,,,
2017-04-21,0,[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],[-3.290038999999979],google earth’s new voyager tool aims to feed our wanderlust,,,,,,
2017-04-24,0,[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],[-0.6600350000001072],,,,,,,
2017-04-25,0,[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],[-1.3600460000000112],,,,,,,
2017-04-26,0,[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],[2.3900140000000647],,,,,,,
2017-04-27,0,[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],[1.419983000000002],,,,,,,
2017-04-28,1,[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],[],what google and twitter say about trump’s first 100 days,,,,,,
2017-05-01,1,[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],[12.159973000000036],,,,,,,
2017-05-02,1,[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],[2.6000360000000455],,,,,,,
2017-05-03,1,[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],[-1.5799559999999246],,,,,,,
2017-05-04,0,[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],[0.21002200000009452],email attack hits google: what to do if you clicked,google agrees to pay italy $334 million in back taxes,,,,,
2017-05-05,0,[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],[0.3099969999998393],,,,,,,
2017-05-08,0,[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],[11.559998000000064],,,,,,,
2017-05-09,0,[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],[7.2999880000000985],,,,,,,
2017-05-10,0,[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],[-2.5],,,,,,,
2017-05-11,0,[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],[0.6500240000000304],,,,,,,
2017-05-12,0,[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],[-4.699950999999942],,,,,,,
2017-05-15,0,[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],[10.630005000000097],"data on new housing, and google hosts its developers’ conference",getting google cards to load again,,,,,
2017-05-16,0,[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],[6.820007000000032],questions for: ‘how google took over the classroom’,"after leaving google, bill maris is set to open new fund",,,,,
2017-05-17,1,[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],[12.179992999999968],"google, not the government, is building the future","donald trump, jimmy fallon, google: your wednesday evening briefing",,,,,
2017-05-18,0,[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],[5.589966000000004],google wants to be everywhere with everyone,"donald trump, emmanuel macron, google: your thursday briefing",daily report: remembering when uber and google were allies,,,,
2017-05-19,0,[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],[-6.409972999999809],,,,,,,
2017-05-22,0,[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],[8.179993000000195],,,,,,,
2017-05-23,0,[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],[-4.7800289999998995],google’s alphago defeats chinese go master in win for a.i.,,,,,,
2017-05-24,0,[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],[-3.199951000000169],,,,,,,
2017-05-25,0,[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],[5.279968999999937],google’s a.i. program rattles chinese go master as it wins match,,,,,,
2017-05-26,0,[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],[4.1300050000000965],[0.689942000000201],,,,,,,
2017-05-30,0,[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],[3.0],uber fires former google engineer at heart of self-driving dispute,,,,,,
2017-05-31,1,[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],[-16.0499880000001],planning a trip with the help of google home,,,,,,
2017-06-01,1,[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],[9.239990000000034],,,,,,,
2017-06-02,1,[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],[2.540038999999865],,,,,,,
2017-06-05,1,[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],[6.859984999999938],,,,,,,
2017-06-06,1,[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],[0.9000240000000304],,,,,,,
2017-06-07,1,[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],[1.9800420000000258],,,,,,,
2017-06-08,1,[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],[12.209960999999907],,,,,,,
2017-06-09,1,[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],[1.769959000000199],,,,,,,
2017-06-12,0,[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],[],making google the censor,how to use google image search on the go,,,,,
2017-06-13,0,[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],[5.570007000000032],"the times sharply increases articles open for comments, using google’s technology",,,,,,
2017-06-14,0,[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],[-10.160034999999993],,,,,,,
2017-06-15,0,[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],[-2.0],,,,,,,
2017-06-16,1,[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],[6.139953999999875],google said to be facing record e.u. fine by end of august,,,,,,
2017-06-19,1,[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],[7.130004999999869],,,,,,,
2017-06-20,1,[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],[-6.589966000000004],california today: google’s idea for a new silicon valley,,,,,,
2017-06-21,1,[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],[0.9400019999999358],,,,,,,
2017-06-22,1,[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],[1.0599970000000667],bmw and volkswagen try to beat apple and google at their own game,,,,,,
2017-06-23,0,[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],[-34.669983],google will no longer scan gmail for ad targeting,,,,,,
2017-06-26,1,[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],[3.340025999999966],"google said to face $1.2 billion antitrust fine, but battle with europe looms",,,,,,
2017-06-27,1,[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],[1.490050999999994],google fined record $2.7 billion in e.u. antitrust ruling,"senate, syria, google: your tuesday evening briefing",,,,,
2017-06-28,1,[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],[-9.159973000000036],,,,,,,
2017-06-29,1,[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],[8.340026999999964],,,,,,,
2017-06-30,1,[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],[-0.2199710000001005],,,,,,,
2017-07-03,1,[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],[-6.890014999999835],[7.409972999999809],"morning agenda: after google case, e.u. readies for more action",,,,,,
2017-07-05,1,[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],[5.809996999999839],,,,,,,
2017-07-06,1,[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],[-1.6099849999999378],,,,,,,
2017-07-07,1,[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],[8.760009999999966],,,,,,,
2017-07-10,0,[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],[-17.6300040000001],a google engineer learns the fashion code,,,,,,
2017-07-11,0,[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],[-15.130005000000097],,,,,,,
2017-07-12,0,[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],[11.489990000000034],"google wins tax case in france, avoiding $1.3 billion bill",,,,,,
2017-07-13,0,[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],[-12.130005000000097],,,,,,,
2017-07-14,0,[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],[-17.32000800000003],,,,,,,
2017-07-17,0,[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],[-13.479981000000066],,,,,,,
2017-07-18,0,[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],[],,,,,,,
2017-07-19,0,[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],[9.950012000000129],,,,,,,
2017-07-20,0,[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],[2.5700070000000323],,,,,,,
2017-07-21,0,[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],[9.740050999999994],,,,,,,
2017-07-24,0,[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],[7.029968000000167],,,,,,,
2017-07-25,0,[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],[0.5500490000000582],,,,,,,
2017-07-26,1,[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],[5.15002400000003],google’s new parental control app has a flaw: puberty,"packing google maps, but not an internet connection",,,,,
2017-07-27,1,[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],[0.8699950000001309],,,,,,,
2017-07-28,1,[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],[3.9899900000000343],,,,,,,
2017-07-31,1,[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],[-3.580016999999998],,,,,,,
2017-08-01,1,[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],[12.40002400000003],,,,,,,
2017-08-02,1,[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],[3.0499880000000985],,,,,,,
2017-08-03,1,[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],[-6.84997599999997],,,,,,,
