Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7
2015-02-23,1,[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],[5.644531000000029],[5.6644889999998895],[0.6681509999999662],[7.619080000000054],[-0.16949399999998604],daily report: automakers close to widely adopting dashboard tech from google and apple,,,,,,
2015-02-24,0,[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],[5.644531000000029],[5.6644889999998895],[0.6681509999999662],[7.619080000000054],google guns for apple in mobile payments race,,,,,,
2015-02-25,0,[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],[5.644531000000029],[5.6644889999998895],[0.6681509999999662],"google plans new headquarters, and a city fears being overrun",christie is said to hire google executive for pac,a google computer can teach itself games,,,,
2015-02-26,0,[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],[5.644531000000029],[5.6644889999998895],google puts european operations under a single executive,,,,,,
2015-02-27,0,[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],[5.644531000000029],google unveils plan for new corporate campus,,,,,,
2015-03-02,0,[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],[],google confirms plans for wireless service,,,,,,
2015-03-03,0,[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],[-3.9790649999999914],,,,,,,
2015-03-04,0,[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],[-1.6953739999999016],"flipkart of india, to bolster its tech credentials, hires former google executive",,,,,,
2015-03-05,0,[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],[4.816773000000012],google introduces long-anticipated insurance shopping site,,,,,,
2015-03-06,0,[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],[-4.1685790000000225],,,,,,,
2015-03-09,0,[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],[-4.128661999999963],,,,,,,
2015-03-10,1,[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],[6.073303000000124],"google c.f.o. is retiring to spend more time with family (no, really)",,,,,,
2015-03-11,1,[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],[7.9481810000000905],google offers cheap storage for certain kinds of data,"early retirement in the n.f.l. and at google, and the paradox of success",review: google chromebook pixel,,,,
2015-03-12,0,[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],[12.236388999999917],"inmobi plans to stay independent, dismissing rumors of talks with google",,,,,,
2015-03-13,1,[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],[4.148621000000048],leatherback turtles don’t need google maps,,,,,,
2015-03-16,1,[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],[10.780395999999996],,,,,,,
2015-03-17,1,[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],[3.1812739999999167],,,,,,,
2015-03-18,1,[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],[1.4958500000000186],,,,,,,
2015-03-19,1,[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],[0.3091430000000628],google and intel to team up with tag heuer on a luxury smartwatch,,,,,,
2015-03-20,1,[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],[-7.175293000000011],"take google to court, staff report urged f.t.c.",european lawmaker pushes europe to take stronger stance on google,,,,,
2015-03-23,1,[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],[1.9845579999999927],google fiber plans experiment with targeted ads for television,,,,,,
2015-03-24,0,[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],[-9.214661000000092],google hires finance chief ruth porat from morgan stanley,google should feel lucky in its finance chief hire,,,,,
2015-03-25,0,[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],[-3.9491579999998976],,,,,,,
2015-03-26,1,[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],[1.9945069999999987],f.t.c. addresses its choice not to sue google,"new google c.f.o. gets $70 million pay package (and $7,500 to move)",,,,,
2015-03-27,1,[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],[-6.163024999999948],google and johnson & johnson team for robotic surgery projects,,,,,,
2015-03-30,1,[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],[3.550231999999937],,,,,,,
2015-03-31,1,[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],[-0.8676150000000007],,,,,,,
2015-04-01,1,[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],[6.980834999999956],,,,,,,
2015-04-02,1,[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],[-1.2864379999999755],[-1.3961790000000747],european commission asks companies to go public with google complaints,,,,,,
2015-04-06,0,[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],[-1.6156010000000833],zenpayroll start-up raises $60 million from group led by google investment arm,,,,,,
2015-04-07,1,[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],[7.609131000000048],google dodges a ban in turkey over hostage photo,,,,,,
2015-04-08,1,[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],[-11.682921999999962],,,,,,,
2015-04-09,1,[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],[-2.413391000000047],amazon to sell predictions in cloud race against google and microsoft,,,,,,
2015-04-10,1,[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],[-4.647217000000069],,,,,,,
2015-04-13,0,[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],[0.40887499999996635],"daily report: amazon, google and more are drawn to home services market","how europe is going after apple, google and other u.s. tech giants",,,,,
2015-04-14,1,[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],[-1.994506999999885],google expected to face antitrust charges in europe,,,,,,
2015-04-15,0,[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],[-6.023498000000018],"europe challenges google, seeing violations of its antitrust law",bits daily report: e.u. antitrust chief formally accuses google of abuse,google accused of cheating competitors,the danish politician who accused google of antitrust violations  ,google joins its u.s. peers under europe’s scrutiny,case against google may be undercut by rapid changes in technology,"microsoft, once an antitrust target, is now google’s regulatory scold   "
2015-04-16,0,[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],[-5.3054200000000264],"daily report: joining american peers, google gets caught in europe’s cross hairs",,,,,,
2015-04-17,0,[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],[],,,,,,,
2015-04-20,0,[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],[4.5325319999999465],,,,,,,
2015-04-21,1,[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],[-1.0571280000000343],google adds ‘mobile friendliness’ to its search criteria,,,,,,
2015-04-22,0,[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],[3.2211300000000165],google introduces wireless service called project fi,,,,,,
2015-04-23,0,[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],[-0.24926800000002913],family office of google’s eric schmidt buys stake in hedge fund d.e. shaw,"at $17.3 billion, google’s quarterly revenue rose 12 percent",,,,,
2015-04-24,1,[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],[-2.273804000000041],google’s eric schmidt plays the adult in d.e. shaw investment,,,,,,
2015-04-27,1,[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],[0.7579350000000886],"fashion is trending, in google searches","the latest fashion, trending on google","daily report: the latest fashion, trending on google",google and facebook help nepal earthquake survivors and contacts connect,,,
2015-04-28,1,[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],[-5.843932999999993],europe’s google problem,"google reaches out to european publishers, with $165 million in hand",,,,,
2015-04-29,1,[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],[3.819519000000014],google tripled spending on lobbying in brussels last year,,,,,,
2015-04-30,1,[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],[3.88928199999998],,,,,,,
2015-05-01,1,[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],[-4.597351000000003],,,,,,,
2015-05-04,1,[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],[9.753235000000018],,,,,,,
2015-05-05,1,[2.25],[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],[-3.5303339999999253],google pushes advertisers to smaller screens,the lessons google ventures learned from secret,,,,,
2015-05-06,1,[-7.410033999999996],[2.25],[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],[4.951415999999995],google loses to linkedin in silicon valley headquarters pitch,,,,,,
2015-05-07,0,[-7.0200190000000475],[-7.410033999999996],[2.25],[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],[5.983581000000072],"google, dominant in search, tries disruptor role in wireless and broadband",,,,,,
2015-05-08,0,[6.710021999999981],[-7.0200190000000475],[-7.410033999999996],[2.25],[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],[-1.0371710000000576],"how to use siri, google now and cortana voice commands",,,,,,
2015-05-11,0,[1.5699469999999565],[6.710021999999981],[-7.0200190000000475],[-7.410033999999996],[2.25],[-0.5299689999999373],[-10.529968000000054],[-1.3899539999999888],[-0.9600220000000945],[-8.020020000000045],,,,,,,
